count,groupMetadataID,start_time,end_time,nummsgs,filebase,folder,vehilceID,experimentID,isOneMode
1,3a116996-93a9-11ee-956e-9da2d070324c,1.67416e+18,1.67416e+18,1855470,/Deployment_2_SEOhio/Blue Route/OU Pacifica/1674155613/20230119141333.record.00000,/Deployment_2_SEOhio/Blue Route/OU Pacifica/1674155613/20230119141333.record.00000,OUPacifica,13,True
2,2837eb9c-9542-11ee-956e-9da2d070324c,1.68331e+18,1.68332e+18,1149980,/Deployment_2_SEOhio/Blue Route/OU Pacifica/1684354335/20230505150652.record.00000,/Deployment_2_SEOhio/Blue Route/OU Pacifica/1684354335/20230505150652.record.00000,OUPacifica,1,True
3,da853e0c-a10f-11ee-981c-d126ddbe9afa,1.68478e+18,1.68478e+18,459295,/Deployment_2_SEOhio/Blue Route/OU Pacifica/1684733733/20230522131549.record.00000,/Deployment_2_SEOhio/Blue Route/OU Pacifica/1684733733/20230522131549.record.00000,OUPacifica,2,False
4,154fab12-a43f-11ee-88ec-eb6a8d5269b4,1.68478e+18,1.68478e+18,559423,/Deployment_2_SEOhio/Blue Route/OU Pacifica/1684733734/20230522133221.record.00000,/Deployment_2_SEOhio/Blue Route/OU Pacifica/1684733734/20230522133221.record.00000,OUPacifica,3,False
7,ba6e1072-9524-11ee-956e-9da2d070324c,1.68554e+18,1.68554e+18,463801,/Deployment_2_SEOhio/Blue Route/OU Pacifica/1684334963/20230531095500.record.00000,/Deployment_2_SEOhio/Blue Route/OU Pacifica/1684334963/20230531095500.record.00000,OUPacifica,4,False
11,1bbbfbae-c839-11ee-a7fc-dd032dba19e8,1.68617e+18,1.68617e+18,160256,/Deployment_2_SEOhio/RedRoute/OU Pacifica/1686120563/20230607154102.record.00000,/Deployment_2_SEOhio/RedRoute/OU Pacifica/1686120563/20230607154102.record.00000,OUPacifica,5,False
53,f6ac3c82-a445-11ee-88ec-eb6a8d5269b4,1.69282e+18,1.69282e+18,237926,/Deployment_2_SEOhio/Blue Route/OU Pacifica/1692815820/20230823143700.record.00000,/Deployment_2_SEOhio/Blue Route/OU Pacifica/1692815820/20230823143700.record.00000,OUPacifica,14,False
72,58263e34-a45c-11ee-88ec-eb6a8d5269b4,1.69445e+18,1.69445e+18,1953223,/Deployment_2_SEOhio/Blue Route/OU Pacifica/1694450559/20230911124228.record.00000,/Deployment_2_SEOhio/Blue Route/OU Pacifica/1694450559/20230911124228.record.00000,OUPacifica,7,False
80,6d2ea45a-c839-11ee-a7fc-dd032dba19e8,1.69462e+18,1.69463e+18,1816742,/Deployment_2_SEOhio/RedRoute/OU Pacifica/1694623469/20230913124429.record.00000,/Deployment_2_SEOhio/RedRoute/OU Pacifica/1694623469/20230913124429.record.00000,OUPacifica,11,False
84,8b0593cc-cb4e-11ee-909c-e1dc60cf66f9,1.69472e+18,1.69472e+18,910221,/Deployment_2_SEOhio/GreenRoute/OU Pacifica/1694718634/20230914151034.record.00000,/Deployment_2_SEOhio/GreenRoute/OU Pacifica/1694718634/20230914151034.record.00000,OUPacifica,9,False
86,c335d84c-a45c-11ee-88ec-eb6a8d5269b4,1.69505e+18,1.69506e+18,1892935,/Deployment_2_SEOhio/Blue Route/OU Pacifica/1695054362/20230918122602.record.00000,/Deployment_2_SEOhio/Blue Route/OU Pacifica/1695054362/20230918122602.record.00000,OUPacifica,8,False
90,8fa6fe80-c869-11ee-a7fc-dd032dba19e8,1.69523e+18,1.69523e+18,2002226,/Deployment_2_SEOhio/RedRoute/OU Pacifica/1695227194/20230920122634.record.00000,/Deployment_2_SEOhio/RedRoute/OU Pacifica/1695227194/20230920122634.record.00000,OUPacifica,12,False
95,837fc882-cb5a-11ee-909c-e1dc60cf66f9,1.69532e+18,1.69532e+18,843575,/Deployment_2_SEOhio/GreenRoute/OU Pacifica/1695324094/20230921152134.record.00000,/Deployment_2_SEOhio/GreenRoute/OU Pacifica/1695324094/20230921152134.record.00000,OUPacifica,9,False
96,7fb7b9c0-c881-11ee-a7fc-dd032dba19e8,1.69584e+18,1.69584e+18,1892364,/Deployment_2_SEOhio/RedRoute/OU Pacifica/1695836794/20230927134634.record.00000,/Deployment_2_SEOhio/RedRoute/OU Pacifica/1695836794/20230927134634.record.00000,OUPacifica,15,False
100,25641404-cb66-11ee-909c-e1dc60cf66f9,1.69593e+18,1.69593e+18,872434,/Deployment_2_SEOhio/GreenRoute/OU Pacifica/1695927575/20230928145935.record.00000,/Deployment_2_SEOhio/GreenRoute/OU Pacifica/1695927575/20230928145935.record.00000,OUPacifica,16,False
102,5976b77a-a504-11ee-88ec-eb6a8d5269b4,1.69593e+18,1.69593e+18,2036131,/Deployment_2_SEOhio/Blue Route/OU Pacifica/1695931464/20230928160424.record.00000,/Deployment_2_SEOhio/Blue Route/OU Pacifica/1695931464/20230928160424.record.00000,OUPacifica,17,False
103,2bc6ebb8-a529-11ee-88ec-eb6a8d5269b4,1.69627e+18,1.69627e+18,1800578,/Deployment_2_SEOhio/Blue Route/OU Pacifica/1696265320/20231002124840.record.00000,/Deployment_2_SEOhio/Blue Route/OU Pacifica/1696265320/20231002124840.record.00000,OUPacifica,18,False
109,51ef6da6-ca9f-11ee-909c-e1dc60cf66f9,1.69644e+18,1.69644e+18,1753843,/Deployment_2_SEOhio/RedRoute/OU Pacifica/1696436542/20231004122222.record.00000,/Deployment_2_SEOhio/RedRoute/OU Pacifica/1696436542/20231004122222.record.00000,OUPacifica,19,False
115,a6539bd2-cb72-11ee-909c-e1dc60cf66f9,1.69653e+18,1.69653e+18,896685,/Deployment_2_SEOhio/GreenRoute/OU Pacifica/1696532161/20231005145601.record.00000,/Deployment_2_SEOhio/GreenRoute/OU Pacifica/1696532161/20231005145601.record.00000,OUPacifica,20,False
117,3d8020aa-cb7f-11ee-909c-e1dc60cf66f9,1.69653e+18,1.69653e+18,896788,/Deployment_2_SEOhio/GreenRoute/OU Pacifica/1696533326/20231005151526.record.00000,/Deployment_2_SEOhio/GreenRoute/OU Pacifica/1696533326/20231005151526.record.00000,OUPacifica,21,False
118,7f09f6c6-a5b0-11ee-88ec-eb6a8d5269b4,1.69687e+18,1.69687e+18,1849953,/Deployment_2_SEOhio/Blue Route/OU Pacifica/1696869055/20231009123055.record.00000,/Deployment_2_SEOhio/Blue Route/OU Pacifica/1696869055/20231009123055.record.00000,OUPacifica,22,False
119,8437f77a-cab7-11ee-909c-e1dc60cf66f9,1.69687e+18,1.69687e+18,1893059,/Deployment_2_SEOhio/RedRoute/OU Pacifica/1696871720/20231009131520.record.00000,/Deployment_2_SEOhio/RedRoute/OU Pacifica/1696871720/20231009131520.record.00000,OUPacifica,23,False
123,271fee10-cb8b-11ee-909c-e1dc60cf66f9,1.69714e+18,1.69714e+18,834383,/Deployment_2_SEOhio/GreenRoute/OU Pacifica/1697137664/20231012150744.record.00000,/Deployment_2_SEOhio/GreenRoute/OU Pacifica/1697137664/20231012150744.record.00000,OUPacifica,24,False
124,b31aca98-cb95-11ee-909c-e1dc60cf66f9,1.69714e+18,1.69714e+18,853441,/Deployment_2_SEOhio/GreenRoute/OU Pacifica/1697138744/20231012152544.record.00000,/Deployment_2_SEOhio/GreenRoute/OU Pacifica/1697138744/20231012152544.record.00000,OUPacifica,25,False
125,f671c05c-a5e4-11ee-88ec-eb6a8d5269b4,1.69747e+18,1.69748e+18,1848299,/Deployment_2_SEOhio/Blue Route/OU Pacifica/1697473456/20231016122416.record.00000,/Deployment_2_SEOhio/Blue Route/OU Pacifica/1697473456/20231016122416.record.00000,OUPacifica,26,False
126,853ef120-cad3-11ee-909c-e1dc60cf66f9,1.69748e+18,1.69748e+18,1914459,/Deployment_2_SEOhio/RedRoute/OU Pacifica/1697476525/20231016131525.record.00000,/Deployment_2_SEOhio/RedRoute/OU Pacifica/1697476525/20231016131525.record.00000,OUPacifica,27,False
131,90101c36-a621-11ee-88ec-eb6a8d5269b4,1.69765e+18,1.69765e+18,1686049,/Deployment_2_SEOhio/Blue Route/OU Pacifica/1697647842/20231018125042.record.00000,/Deployment_2_SEOhio/Blue Route/OU Pacifica/1697647842/20231018125042.record.00000,OUPacifica,28,False
132,d12cd1c4-caec-11ee-909c-e1dc60cf66f9,1.69765e+18,1.69765e+18,1802876,/Deployment_2_SEOhio/RedRoute/OU Pacifica/1697650385/20231018133305.record.00000,/Deployment_2_SEOhio/RedRoute/OU Pacifica/1697650385/20231018133305.record.00000,OUPacifica,29,False
135,ed352100-cba0-11ee-909c-e1dc60cf66f9,1.69774e+18,1.69774e+18,867348,/Deployment_2_SEOhio/GreenRoute/OU Pacifica/1697742077/20231019150117.record.00000,/Deployment_2_SEOhio/GreenRoute/OU Pacifica/1697742077/20231019150117.record.00000,OUPacifica,30,False
136,072ef896-cbac-11ee-909c-e1dc60cf66f9,1.69774e+18,1.69774e+18,867384,/Deployment_2_SEOhio/GreenRoute/OU Pacifica/1697743021/20231019151701.record.00000,/Deployment_2_SEOhio/GreenRoute/OU Pacifica/1697743021/20231019151701.record.00000,OUPacifica,31,False
137,559495ca-d270-11ee-b437-336917683bb8,1.69808e+18,1.69808e+18,1935237,/Deployment_2_SEOhio/Blue Route/OU Pacifica/1698078445/20231023122725.record.00000,/Deployment_2_SEOhio/Blue Route/OU Pacifica/1698078445/20231023122725.record.00000,OUPacifica,32,False
138,c338788a-d324-11ee-b437-336917683bb8,1.69808e+18,1.69808e+18,1890985,/Deployment_2_SEOhio/RedRoute/OU Pacifica/1698081075/20231023131115.record.00000,/Deployment_2_SEOhio/RedRoute/OU Pacifica/1698081075/20231023131115.record.00000,OUPacifica,33,False
143,feaf2ba8-d28d-11ee-b437-336917683bb8,1.69825e+18,1.69825e+18,1897000,/Deployment_2_SEOhio/Blue Route/OU Pacifica/1698251665/20231025123425.record.00000,/Deployment_2_SEOhio/Blue Route/OU Pacifica/1698251665/20231025123425.record.00000,OUPacifica,34,False
144,c9c6856c-d33c-11ee-b437-336917683bb8,1.69825e+18,1.69826e+18,1868859,/Deployment_2_SEOhio/RedRoute/OU Pacifica/1698254838/20231025132718.record.00000,/Deployment_2_SEOhio/RedRoute/OU Pacifica/1698254838/20231025132718.record.00000,OUPacifica,35,False
150,3c415ade-d353-11ee-b437-336917683bb8,1.69835e+18,1.69835e+18,846847,/Deployment_2_SEOhio/GreenRoute/OU Pacifica/1698347206/20231026150646.record.00000,/Deployment_2_SEOhio/GreenRoute/OU Pacifica/1698347206/20231026150646.record.00000,OUPacifica,36,False
151,88b0613a-d35d-11ee-b437-336917683bb8,1.69835e+18,1.69835e+18,861350,/Deployment_2_SEOhio/GreenRoute/OU Pacifica/1698348088/20231026152128.record.00000,/Deployment_2_SEOhio/GreenRoute/OU Pacifica/1698348088/20231026152128.record.00000,OUPacifica,37,False
272,a253145a-d2a6-11ee-b437-336917683bb8,1.70595e+18,1.70595e+18,2104931,/Deployment_2_SEOhio/Blue Route/OU Pacifica/1705951739/20240122142859.record.00000,/Deployment_2_SEOhio/Blue Route/OU Pacifica/1705951739/20240122142859.record.00000,OUPacifica,38,False
273,787d9684-d2c2-11ee-b437-336917683bb8,1.70595e+18,1.70596e+18,1918581,/Deployment_2_SEOhio/Blue Route/OU Pacifica/1705954227/20240122151027.record.00000,/Deployment_2_SEOhio/Blue Route/OU Pacifica/1705954227/20240122151027.record.00000,OUPacifica,39,False
280,9830d896-d2dc-11ee-b437-336917683bb8,1.7063e+18,1.7063e+18,2048925,/Deployment_2_SEOhio/Blue Route/OU Pacifica/1706299233/20240126150033.record.00000,/Deployment_2_SEOhio/Blue Route/OU Pacifica/1706299233/20240126150033.record.00000,OUPacifica,40,False
281,286c70cc-d2f7-11ee-b437-336917683bb8,1.7063e+18,1.7063e+18,2146838,/Deployment_2_SEOhio/Blue Route/OU Pacifica/1706301712/20240126154152.record.00000,/Deployment_2_SEOhio/Blue Route/OU Pacifica/1706301712/20240126154152.record.00000,OUPacifica,41,False
303,64737d98-d312-11ee-b437-336917683bb8,1.70691e+18,1.70691e+18,1433870,/Deployment_2_SEOhio/Blue Route/OU Pacifica/1706906620/20240202154340.record.00000,/Deployment_2_SEOhio/Blue Route/OU Pacifica/1706906620/20240202154340.record.00000,OUPacifica,42,False
0,06cbdbc0-db4d-11ee-a158-97f8443fd730,0.0,1.6935e+18,1511247,/Deployment_2_SEOhio/Blue Route/TRCVan1/1693493050/20230831110500.record.00034,/Deployment_2_SEOhio/Blue Route/TRCVan1/1693493050/20230831110500.record.00034,Van1,1693493050,False
8,baf0e4be-bede-11ee-835b-599066b5eb60,1.68563e+18,1.68563e+18,1604864,/Deployment_2_SEOhio/Blue Route/TRCVan1/1685632020/20230601110813.record.00000,/Deployment_2_SEOhio/Blue Route/TRCVan1/1685632020/20230601110813.record.00000,Van1,1685632020,False
9,6af236d6-d98f-11ee-a158-97f8443fd730,1.68564e+18,1.68564e+18,1657582,/Deployment_2_SEOhio/Blue Route/TRCVan1/1685639100/20230601130818.record.00000,/Deployment_2_SEOhio/Blue Route/TRCVan1/1685639100/20230601130818.record.00000,Van1,1685639100,False
10,5afabc8c-f035-11ee-b966-fb353e7798cd,1.68565e+18,1.68565e+18,763435,/Deployment_2_SEOhio/GreenRoute/TRCVan1/1685645040/20230601144626.record.00000,/Deployment_2_SEOhio/GreenRoute/TRCVan1/1685645040/20230601144626.record.00000,Van1,1685639100,False
12,39ba7438-d0d5-11ee-9435-f7e542e2436c,1.68927e+18,1.68927e+18,1721550,/Deployment_2_SEOhio/Blue Route/TRCVan1/1689270950/Van1_July13_bluev2f_auto_run1.record.00000,/Deployment_2_SEOhio/Blue Route/TRCVan1/1689270950/Van1_July13_bluev2f_auto_run1.record.00000,Van1,1689270950,False
13,c0624e24-d9aa-11ee-a158-97f8443fd730,1.69048e+18,1.69048e+18,1564597,/Deployment_2_SEOhio/Blue Route/TRCVan1/1690478153/20230727131843.record.00000,/Deployment_2_SEOhio/Blue Route/TRCVan1/1690478153/20230727131843.record.00000,Van1,1690478153,False
14,19b7ebd0-d9b7-11ee-a158-97f8443fd730,1.69048e+18,1.69048e+18,1579311,/Deployment_2_SEOhio/Blue Route/TRCVan1/1690480064/20230727135045.record.00000,/Deployment_2_SEOhio/Blue Route/TRCVan1/1690480064/20230727135045.record.00000,Van1,1690480064,False
15,47561998-d9c3-11ee-a158-97f8443fd730,1.69048e+18,1.69048e+18,1646997,/Deployment_2_SEOhio/Blue Route/TRCVan1/1690482007/20230727142227.record.00000,/Deployment_2_SEOhio/Blue Route/TRCVan1/1690482007/20230727142227.record.00000,Van1,1690482007,False
16,05c7c824-cab8-11ee-aa4d-1d66adf2f0c7,1.6909e+18,1.6909e+18,402467,/Deployment_2_SEOhio/RedRoute/TRCVan1/1690899717/20230801102652.record.00000,/Deployment_2_SEOhio/RedRoute/TRCVan1/1690899717/20230801102652.record.00000,Van1,1690899717,False
17,2462c9d0-eecd-11ee-9385-ef789ffde1d3,1.6909e+18,1.69091e+18,1635768,/Deployment_2_SEOhio/RedRoute/TRCVan1/1690903510/20230801112629.record.00000,/Deployment_2_SEOhio/RedRoute/TRCVan1/1690903510/20230801112629.record.00000,Van1,1690903510,False
18,94c53148-eeed-11ee-9385-ef789ffde1d3,1.69091e+18,1.69091e+18,1601232,/Deployment_2_SEOhio/RedRoute/TRCVan1/1690908929/20230801125722.record.00000,/Deployment_2_SEOhio/RedRoute/TRCVan1/1690908929/20230801125722.record.00000,Van1,1690908929,False
19,88a68dd8-eef9-11ee-9385-ef789ffde1d3,1.69091e+18,1.69091e+18,1649632,/Deployment_2_SEOhio/RedRoute/TRCVan1/1690911954/20230801134731.record.00000,/Deployment_2_SEOhio/RedRoute/TRCVan1/1690911954/20230801134731.record.00000,Van1,1690911954,False
25,86841630-d9d0-11ee-a158-97f8443fd730,1.6915e+18,1.69151e+18,918215,/Deployment_2_SEOhio/Blue Route/TRCVan1/1691504421/20230808102551.record.00000,/Deployment_2_SEOhio/Blue Route/TRCVan1/1691504421/20230808102551.record.00000,Van1,1691504421,True
29,4ed017ee-ef05-11ee-9385-ef789ffde1d3,1.69152e+18,1.69152e+18,1674660,/Deployment_2_SEOhio/RedRoute/TRCVan1/1691518309/20230808141500.record.00000,/Deployment_2_SEOhio/RedRoute/TRCVan1/1691518309/20230808141500.record.00000,Van1,1691518309,True
37,76683d3c-db18-11ee-a158-97f8443fd730,1.69228e+18,1.69228e+18,806998,/Deployment_2_SEOhio/Blue Route/TRCVan1/1692282847/20230817103953.record.00000,/Deployment_2_SEOhio/Blue Route/TRCVan1/1692282847/20230817103953.record.00000,Van1,1692282847,False
38,3a2a78cc-db21-11ee-a158-97f8443fd730,1.69229e+18,1.69229e+18,958734,/Deployment_2_SEOhio/Blue Route/TRCVan1/1692285096/20230817111424.record.00000,/Deployment_2_SEOhio/Blue Route/TRCVan1/1692285096/20230817111424.record.00000,Van1,1692285096,False
39,f9d62032-db2a-11ee-a158-97f8443fd730,1.69229e+18,1.69229e+18,791198,/Deployment_2_SEOhio/Blue Route/TRCVan1/1692287361/20230817115343.record.00000,/Deployment_2_SEOhio/Blue Route/TRCVan1/1692287361/20230817115343.record.00000,Van1,1692287361,False
40,dc39aa14-db32-11ee-a158-97f8443fd730,1.6923e+18,1.6923e+18,1585731,/Deployment_2_SEOhio/Blue Route/TRCVan1/1692297395/20230817143836.record.00000,/Deployment_2_SEOhio/Blue Route/TRCVan1/1692297395/20230817143836.record.00000,Van1,1692297395,False
41,e6d7d384-db40-11ee-a158-97f8443fd730,1.6923e+18,1.6923e+18,1473559,/Deployment_2_SEOhio/Blue Route/TRCVan1/1692300020/20230817152142.record.00000,/Deployment_2_SEOhio/Blue Route/TRCVan1/1692300020/20230817152142.record.00000,Van1,1692300020,False
42,aa5dbcd2-ef10-11ee-9385-ef789ffde1d3,1.69237e+18,1.69237e+18,1419297,/Deployment_2_SEOhio/RedRoute/TRCVan1/1692368703/20230818103132.record.00000,/Deployment_2_SEOhio/RedRoute/TRCVan1/1692368703/20230818103132.record.00000,Van1,1692368703,False
43,e7b934a8-ef1a-11ee-9385-ef789ffde1d3,1.69238e+18,1.69238e+18,1855751,/Deployment_2_SEOhio/RedRoute/TRCVan1/1692377371/20230818125321.record.00000,/Deployment_2_SEOhio/RedRoute/TRCVan1/1692377371/20230818125321.record.00000,Van1,1692377371,False
44,85b6e70e-ef7a-11ee-b966-fb353e7798cd,1.69238e+18,1.69238e+18,1878405,/Deployment_2_SEOhio/RedRoute/TRCVan1/1692380389/20230818134311.record.00000,/Deployment_2_SEOhio/RedRoute/TRCVan1/1692380389/20230818134311.record.00000,Van1,1692380389,False
45,219f7eb8-ef87-11ee-b966-fb353e7798cd,1.69238e+18,1.69239e+18,2166480,/Deployment_2_SEOhio/RedRoute/TRCVan1/1692384057/20230818144735.record.00000,/Deployment_2_SEOhio/RedRoute/TRCVan1/1692384057/20230818144735.record.00000,Van1,1692384057,False
58,3d2d29ec-ef95-11ee-b966-fb353e7798cd,1.69332e+18,1.69332e+18,1359538,/Deployment_2_SEOhio/RedRoute/TRCVan1/1693318866/20230829104411.record.00000,/Deployment_2_SEOhio/RedRoute/TRCVan1/1693318866/20230829104411.record.00000,Van1,1693318866,False
59,d3698592-ef9d-11ee-b966-fb353e7798cd,1.69333e+18,1.69333e+18,1609715,/Deployment_2_SEOhio/RedRoute/TRCVan1/1693325330/20230829121122.record.00000,/Deployment_2_SEOhio/RedRoute/TRCVan1/1693325330/20230829121122.record.00000,Van1,1693325330,False
60,fd1ab258-efa7-11ee-b966-fb353e7798cd,1.69333e+18,1.69333e+18,1138800,/Deployment_2_SEOhio/RedRoute/TRCVan1/1693332650/freq1_1.record.00000,/Deployment_2_SEOhio/RedRoute/TRCVan1/1693332650/freq1_1.record.00000,Van1,1693332650,False
61,8347b862-efad-11ee-b966-fb353e7798cd,1.69334e+18,1.69334e+18,1359985,/Deployment_2_SEOhio/RedRoute/TRCVan1/1693335057/20230829145724.record.00000,/Deployment_2_SEOhio/RedRoute/TRCVan1/1693335057/20230829145724.record.00000,Van1,1693335057,False
62,68c289fa-dbd4-11ee-a158-97f8443fd730,1.6935e+18,1.6935e+18,1478300,/Deployment_2_SEOhio/Blue Route/TRCVan1/1693497944/20230831121319.record.00000,/Deployment_2_SEOhio/Blue Route/TRCVan1/1693497944/20230831121319.record.00000,Van1,1693497944,False
63,8c57e8ac-dbec-11ee-a158-97f8443fd730,1.6935e+18,1.6935e+18,1447653,/Deployment_2_SEOhio/Blue Route/TRCVan1/1693501873/20230831131352.record.00000,/Deployment_2_SEOhio/Blue Route/TRCVan1/1693501873/20230831131352.record.00000,Van1,1693501873,False
64,aa86a660-dc05-11ee-a158-97f8443fd730,1.69351e+18,1.69351e+18,1600877,/Deployment_2_SEOhio/Blue Route/TRCVan1/1693507789/20230831145207.record.00000,/Deployment_2_SEOhio/Blue Route/TRCVan1/1693507789/20230831145207.record.00000,Van1,1693507789,False
65,69ab88ec-dc17-11ee-a158-97f8443fd730,1.69393e+18,1.69393e+18,586521,/Deployment_2_SEOhio/Blue Route/TRCVan1/1693925337/20230905105653.record.00000,/Deployment_2_SEOhio/Blue Route/TRCVan1/1693925337/20230905105653.record.00000,Van1,1693925337,False
66,e2079a78-dc1d-11ee-a158-97f8443fd730,1.69393e+18,1.69393e+18,1377364,/Deployment_2_SEOhio/Blue Route/TRCVan1/1693927674/20230905112938.record.00000,/Deployment_2_SEOhio/Blue Route/TRCVan1/1693927674/20230905112938.record.00000,Van1,1693927674,False
67,a17c1280-ea10-11ee-b297-3b0ad9d5d6c6,1.69393e+18,1.69393e+18,1610259,/Deployment_2_SEOhio/Blue Route/TRCVan1/1693930650/20230905121909.record.00000,/Deployment_2_SEOhio/Blue Route/TRCVan1/1693930650/20230905121909.record.00000,Van1,1693930650,False
68,817d6848-efb6-11ee-b966-fb353e7798cd,1.69393e+18,1.69394e+18,1574176,/Deployment_2_SEOhio/RedRoute/TRCVan1/1693934067/20230905131659.record.00000,/Deployment_2_SEOhio/RedRoute/TRCVan1/1693934067/20230905131659.record.00000,Van1,1693934067,False
69,be857244-efc0-11ee-b966-fb353e7798cd,1.69394e+18,1.69394e+18,1560301,/Deployment_2_SEOhio/RedRoute/TRCVan1/1693936918/20230905140903.record.00000,/Deployment_2_SEOhio/RedRoute/TRCVan1/1693936918/20230905140903.record.00000,Van1,1693936918,False
70,fc211bb2-efca-11ee-b966-fb353e7798cd,1.69411e+18,1.69411e+18,1392877,/Deployment_2_SEOhio/RedRoute/TRCVan1/1694106141/20230907130406.record.00000,/Deployment_2_SEOhio/RedRoute/TRCVan1/1694106141/20230907130406.record.00000,Van1,1694106141,False
71,ed7f2038-ea1e-11ee-b297-3b0ad9d5d6c6,1.69411e+18,1.69411e+18,1687333,/Deployment_2_SEOhio/Blue Route/TRCVan1/1694110308/20230907141313.record.00000,/Deployment_2_SEOhio/Blue Route/TRCVan1/1694110308/20230907141313.record.00000,Van1,1694110308,False
73,40706f50-f03b-11ee-b96e-fb353e7798cd,1.69453e+18,1.69453e+18,916180,/Deployment_2_SEOhio/GreenRoute/TRCVan1/1694530022/20230912105416.record.00000,/Deployment_2_SEOhio/GreenRoute/TRCVan1/1694530022/20230912105416.record.00000,Van1,1694530022,False
74,3a7dc9a6-f042-11ee-b974-fb353e7798cd,1.69453e+18,1.69453e+18,733317,/Deployment_2_SEOhio/GreenRoute/TRCVan1/1694532280/20230912112618.record.00000,/Deployment_2_SEOhio/GreenRoute/TRCVan1/1694532280/20230912112618.record.00000,Van1,1694532280,False
75,ece2a8be-f047-11ee-b97d-fb353e7798cd,1.69453e+18,1.69453e+18,717390,/Deployment_2_SEOhio/GreenRoute/TRCVan1/1694533929/20230912115359.record.00000,/Deployment_2_SEOhio/GreenRoute/TRCVan1/1694533929/20230912115359.record.00000,Van1,1694533929,False
